IncidentID,DateKey,EmployeeID,EquipmentID,IncidentType,Severity,Area,LostTimeHours
82,20210316,2007,258,Equipment Damage,Medium,Workshop,148
83,20240803,337,149,Spill,Medium,Flare Area,308
84,20241101,760,245,Environmental Release,High,Process Area A,320
85,20240114,2135,119,Medical Treatment Case,Medium,Admin Block,8
86,20191103,2447,119,Spill,Medium,Process Area B,403
87,20191127,1464,24,First Aid Case,Low,Utilities Area,0
88,20200811,1311,188,Equipment Damage,Medium,Storage Area,22
89,20240706,39,294,Contractor Incident,Medium,Workshop,221
90,20231123,223,214,Process Leak,High,Utilities Area,251
91,20190806,578,83,Fire,Critical,Workshop,92
92,20210508,2603,294,Contractor Incident,Medium,Flare Area,169
93,20210307,2220,67,Lost Time Injury,High,Process Area A,157
94,20220810,1262,300,Contractor Incident,Medium,Workshop,327
95,20221228,1244,268,Lost Time Injury,High,Storage Area,88
96,20211017,1714,333,Environmental Release,High,Storage Area,189
97,20231121,1595,186,Contractor Incident,Medium,Marine Jetty,131
98,20211226,2625,235,Environmental Release,High,Utilities Area,251
99,20190416,351,156,Fire,Critical,Utilities Area,80
100,20220709,586,156,Lost Time Injury,High,Utilities Area,175
101,20220804,807,35,Process Leak,High,Control Room,172
102,20201212,2450,226,Environmental Release,High,Admin Block,46
103,20220606,715,297,Spill,Medium,Admin Block,13
104,20200627,2248,157,Medical Treatment Case,Medium,Process Area B,32
105,20191005,431,227,Lost Time Injury,High,Utilities Area,420
106,20240828,237,17,Process Leak,High,Process Area B,451
107,20231206,1744,276,Near Miss,Low,Control Room,0
108,20190902,908,117,Environmental Release,High,Marine Jetty,115
109,20240115,814,232,Near Miss,Low,Control Room,0
110,20211126,9,232,Equipment Damage,Medium,Flare Area,403
111,20210218,1967,320,Near Miss,Low,Storage Area,0
112,20190519,2876,120,Lost Time Injury,High,Control Room,206
113,20230114,2261,32,Spill,Medium,Control Room,32
114,20230809,2811,190,Near Miss,Low,Admin Block,0
115,20201201,393,32,Fire,Critical,Process Area B,315
116,20210811,1912,47,Equipment Damage,Medium,Utilities Area,461
117,20240707,1552,305,Spill,Medium,Process Area B,413
118,20190820,2188,71,Contractor Incident,Medium,Utilities Area,241
119,20240212,1995,23,Near Miss,Low,Admin Block,0
120,20221031,2565,168,Near Miss,Low,Marine Jetty,0
121,20200220,799,292,Medical Treatment Case,Medium,Storage Area,478
122,20230415,2958,227,Contractor Incident,Medium,Admin Block,98
123,20190803,1423,43,Contractor Incident,Medium,Storage Area,66
124,20231224,14,46,First Aid Case,Low,Utilities Area,0
125,20241110,321,115,Process Leak,High,Workshop,291
126,20190810,267,91,Equipment Damage,Medium,Process Area A,18
127,20201124,943,322,Process Leak,High,Process Area A,183
128,20200421,308,250,First Aid Case,Low,Marine Jetty,0
129,20230227,2260,189,Equipment Damage,Medium,Marine Jetty,288
130,20220905,267,212,Process Leak,High,Process Area A,471
131,20201020,442,304,Fire,Critical,Utilities Area,414
132,20240820,2036,216,Equipment Damage,Medium,Marine Jetty,294
133,20200916,2915,26,Fire,Critical,Flare Area,261
134,20241230,2134,326,Process Leak,High,Process Area A,216
135,20190313,1471,100,Environmental Release,High,Utilities Area,37
136,20200327,1201,295,Near Miss,Low,Admin Block,0
137,20190920,1592,58,Process Leak,High,Workshop,273
138,20201106,1193,24,Near Miss,Low,Workshop,0
139,20190705,615,55,Environmental Release,High,Admin Block,179
140,20241219,66,89,Lost Time Injury,High,Storage Area,468
141,20190505,2478,59,Spill,Medium,Flare Area,476
142,20200123,1703,64,Fire,Critical,Marine Jetty,190
143,20230107,387,153,First Aid Case,Low,Control Room,0
144,20210709,2305,155,Process Leak,High,Process Area B,378
145,20210329,364,196,Medical Treatment Case,Medium,Control Room,320
146,20191004,2789,165,Contractor Incident,Medium,Process Area A,382
147,20201007,1392,115,Process Leak,High,Process Area A,375
148,20230507,870,87,Process Leak,High,Process Area A,108
149,20240406,2092,46,Fire,Critical,Storage Area,87
150,20190117,1890,124,Process Leak,High,Utilities Area,23
151,20200330,485,31,Medical Treatment Case,Medium,Flare Area,470
152,20240217,2282,83,Process Leak,High,Control Room,407
153,20230714,2549,49,Contractor Incident,Medium,Marine Jetty,243
154,20230909,1434,59,Process Leak,High,Marine Jetty,26
155,20200430,614,95,Near Miss,Low,Storage Area,0
156,20200221,12,35,Medical Treatment Case,Medium,Admin Block,181
157,20230724,266,8,Medical Treatment Case,Medium,Utilities Area,183
158,20240717,1148,93,Spill,Medium,Control Room,219
159,20210422,912,16,Environmental Release,High,Utilities Area,395
160,20220503,921,111,Environmental Release,High,Control Room,444
161,20221029,292,265,Near Miss,Low,Flare Area,0
162,20230312,47,52,Fire,Critical,Control Room,214
163,20190629,833,141,Medical Treatment Case,Medium,Admin Block,222
164,20220420,2190,132,Medical Treatment Case,Medium,Utilities Area,10
165,20231111,2930,273,Near Miss,Low,Control Room,0
166,20220404,1262,102,Contractor Incident,Medium,Admin Block,155
167,20191124,2788,268,Environmental Release,High,Utilities Area,423
168,20201021,2373,216,Medical Treatment Case,Medium,Admin Block,372
169,20230919,2533,163,First Aid Case,Low,Utilities Area,0
170,20190520,1193,208,Environmental Release,High,Admin Block,72
171,20190722,2522,291,Spill,Medium,Process Area B,400
172,20241105,1436,202,Lost Time Injury,High,Process Area B,200
173,20221227,1282,214,Spill,Medium,Marine Jetty,70
174,20220514,1437,334,Environmental Release,High,Flare Area,2
175,20211025,2133,170,Environmental Release,High,Utilities Area,143
176,20220123,1448,125,First Aid Case,Low,Marine Jetty,0
177,20240502,2237,291,Fire,Critical,Workshop,390
178,20231021,949,106,Equipment Damage,Medium,Marine Jetty,383
179,20230311,147,195,Equipment Damage,Medium,Utilities Area,124
180,20220222,137,185,Fire,Critical,Control Room,184
181,20201118,1058,96,Equipment Damage,Medium,Process Area B,78
182,20241205,2308,129,Fire,Critical,Process Area A,291
183,20210410,776,238,First Aid Case,Low,Marine Jetty,0
184,20220328,1650,186,Contractor Incident,Medium,Workshop,43
185,20241102,2204,228,Fire,Critical,Process Area B,371
186,20240303,1803,240,Environmental Release,High,Process Area B,396
187,20230126,1086,130,Fire,Critical,Marine Jetty,170
188,20210727,813,254,Medical Treatment Case,Medium,Storage Area,389
189,20210926,1488,246,First Aid Case,Low,Storage Area,0
190,20210729,900,281,Spill,Medium,Storage Area,115
191,20240915,966,279,Spill,Medium,Process Area A,371
192,20191228,2901,64,Contractor Incident,Medium,Process Area B,331
193,20220607,1317,126,Lost Time Injury,High,Admin Block,416
194,20240415,2337,120,Environmental Release,High,Process Area B,372
195,20220128,1675,23,Medical Treatment Case,Medium,Storage Area,107
196,20210802,2164,243,Contractor Incident,Medium,Process Area B,183
197,20210428,2948,279,Equipment Damage,Medium,Marine Jetty,360
198,20220306,2796,21,Equipment Damage,Medium,Flare Area,376
199,20200130,1113,233,Environmental Release,High,Process Area B,476
200,20190724,1483,99,Medical Treatment Case,Medium,Storage Area,275
201,20210706,1039,103,Fire,Critical,Marine Jetty,454
202,20190912,2126,10,First Aid Case,Low,Control Room,0
203,20210205,1031,260,Medical Treatment Case,Medium,Workshop,373
204,20191107,2332,101,Near Miss,Low,Marine Jetty,0
205,20211225,1772,87,Near Miss,Low,Process Area A,0
206,20190214,2448,46,Process Leak,High,Admin Block,113
207,20201230,1722,230,Process Leak,High,Storage Area,365
208,20220518,2940,222,Medical Treatment Case,Medium,Flare Area,204
209,20230424,1054,260,Equipment Damage,Medium,Storage Area,396
210,20201030,2392,146,Equipment Damage,Medium,Marine Jetty,77
211,20240915,366,257,Environmental Release,High,Process Area A,66
212,20220123,1717,311,Fire,Critical,Utilities Area,57
213,20190417,2458,134,Lost Time Injury,High,Utilities Area,354
214,20210512,2696,187,Near Miss,Low,Marine Jetty,0
215,20191018,947,264,Spill,Medium,Process Area B,223
216,20220408,1252,30,Environmental Release,High,Admin Block,394
217,20191111,2610,267,Lost Time Injury,High,Storage Area,112
218,20210613,1808,137,Equipment Damage,Medium,Control Room,246
219,20241105,593,98,Spill,Medium,Flare Area,234
220,20210729,1792,185,Spill,Medium,Marine Jetty,175
221,20210513,534,322,First Aid Case,Low,Workshop,0
222,20220622,310,174,Lost Time Injury,High,Flare Area,279
223,20230426,385,271,Medical Treatment Case,Medium,Flare Area,65
224,20191005,825,291,Spill,Medium,Workshop,24
225,20230112,2708,252,Environmental Release,High,Marine Jetty,338
226,20210623,682,18,Spill,Medium,Flare Area,176
227,20221108,1623,144,Near Miss,Low,Process Area A,0
228,20190627,838,230,First Aid Case,Low,Flare Area,0
229,20231026,1899,191,Equipment Damage,Medium,Storage Area,348
230,20240126,2199,325,Environmental Release,High,Marine Jetty,420
231,20230829,2713,47,First Aid Case,Low,Process Area B,0
232,20221025,1956,331,Near Miss,Low,Admin Block,0
233,20190416,2641,206,Near Miss,Low,Process Area B,0
234,20210130,120,3,First Aid Case,Low,Control Room,0
235,20191015,2398,241,Spill,Medium,Control Room,434
236,20190630,733,25,Fire,Critical,Control Room,217
237,20211215,2509,209,Equipment Damage,Medium,Process Area A,263
238,20240624,780,180,Fire,Critical,Admin Block,311
239,20220316,1471,54,Contractor Incident,Medium,Marine Jetty,103
240,20210201,904,311,Lost Time Injury,High,Flare Area,168
241,20221015,2848,241,Medical Treatment Case,Medium,Marine Jetty,303
242,20230126,2573,62,Equipment Damage,Medium,Workshop,10
243,20200825,710,213,First Aid Case,Low,Admin Block,0
244,20220905,2614,30,First Aid Case,Low,Process Area A,0
245,20220819,1765,38,Lost Time Injury,High,Storage Area,179
246,20210315,423,221,Fire,Critical,Utilities Area,207
247,20230616,436,254,Environmental Release,High,Storage Area,35
248,20230723,2930,169,Equipment Damage,Medium,Process Area A,80
249,20240828,690,120,Lost Time Injury,High,Utilities Area,38
250,20200331,1894,322,Medical Treatment Case,Medium,Flare Area,97
251,20220427,1334,218,Environmental Release,High,Workshop,322
252,20210119,480,80,Medical Treatment Case,Medium,Admin Block,286
253,20220515,454,12,Medical Treatment Case,Medium,Utilities Area,46
254,20200413,310,60,Fire,Critical,Process Area A,335
255,20231021,2756,224,Medical Treatment Case,Medium,Workshop,161
256,20210718,1133,310,Contractor Incident,Medium,Admin Block,147
257,20190202,1624,50,Environmental Release,High,Admin Block,8
258,20211101,812,125,Medical Treatment Case,Medium,Workshop,217
259,20220923,470,164,Environmental Release,High,Flare Area,430
260,20240328,2614,60,Equipment Damage,Medium,Storage Area,47
261,20190715,101,119,Process Leak,High,Workshop,130
262,20200419,2281,248,Environmental Release,High,Utilities Area,180
263,20210110,1625,307,Medical Treatment Case,Medium,Workshop,395
264,20191016,63,203,Environmental Release,High,Storage Area,109
265,20210206,1557,196,Near Miss,Low,Storage Area,0
266,20220211,1731,288,Environmental Release,High,Admin Block,236
267,20221222,2185,86,Equipment Damage,Medium,Utilities Area,465
268,20240120,592,247,Fire,Critical,Marine Jetty,66
269,20221208,1084,181,Equipment Damage,Medium,Process Area B,257
270,20220830,2713,266,Equipment Damage,Medium,Admin Block,255
271,20220422,310,317,Near Miss,Low,Workshop,0
272,20220901,2505,104,First Aid Case,Low,Flare Area,0
273,20230807,694,98,Environmental Release,High,Flare Area,101
274,20221101,1954,142,Lost Time Injury,High,Storage Area,116
275,20210421,353,78,Lost Time Injury,High,Utilities Area,211
276,20210204,1245,98,Equipment Damage,Medium,Utilities Area,258
277,20190702,2484,161,Near Miss,Low,Workshop,0
278,20240326,975,174,Fire,Critical,Workshop,468
279,20221012,324,266,Environmental Release,High,Admin Block,35
280,20210621,331,138,Environmental Release,High,Process Area A,335
281,20220924,2956,97,Process Leak,High,Control Room,207
282,20210426,131,144,Medical Treatment Case,Medium,Process Area B,62
283,20210705,77,122,Contractor Incident,Medium,Control Room,251
284,20220529,2179,79,Near Miss,Low,Admin Block,0
285,20220516,741,291,Medical Treatment Case,Medium,Utilities Area,448
286,20210704,2741,43,Fire,Critical,Flare Area,296
287,20210517,364,78,Environmental Release,High,Utilities Area,285
288,20230325,2559,125,Contractor Incident,Medium,Workshop,275
289,20210122,2153,206,Process Leak,High,Workshop,112
290,20190730,492,115,Spill,Medium,Storage Area,283
291,20200501,510,68,Fire,Critical,Process Area B,374
292,20211005,78,188,Fire,Critical,Admin Block,436
293,20210402,1672,72,Near Miss,Low,Control Room,0
294,20220925,1970,162,First Aid Case,Low,Marine Jetty,0
295,20200203,385,143,Process Leak,High,Marine Jetty,362
296,20200427,2195,132,Near Miss,Low,Process Area A,0
297,20210218,2483,99,Contractor Incident,Medium,Flare Area,52
298,20220926,604,214,Process Leak,High,Process Area A,177
299,20201203,240,69,Environmental Release,High,Process Area A,346
300,20220408,1540,108,Fire,Critical,Storage Area,449
301,20240723,1946,297,Spill,Medium,Control Room,337
302,20221209,1945,142,Contractor Incident,Medium,Storage Area,81
303,20240410,275,290,Lost Time Injury,High,Utilities Area,463
304,20210914,1557,269,Process Leak,High,Process Area B,1
305,20230826,2116,45,Environmental Release,High,Storage Area,33
306,20211014,959,288,Process Leak,High,Flare Area,402
307,20210622,110,179,Contractor Incident,Medium,Process Area A,229
308,20240120,254,215,First Aid Case,Low,Utilities Area,0
309,20190911,1620,171,Lost Time Injury,High,Workshop,137
310,20221006,590,229,Near Miss,Low,Workshop,0
311,20240105,2618,71,Environmental Release,High,Marine Jetty,6
312,20210702,2066,205,First Aid Case,Low,Admin Block,0
313,20230507,2370,179,Medical Treatment Case,Medium,Workshop,225
314,20191205,1706,119,Spill,Medium,Process Area A,90
315,20200429,1191,39,Contractor Incident,Medium,Control Room,285
316,20220703,1873,262,Near Miss,Low,Admin Block,0
317,20231203,2799,168,Process Leak,High,Admin Block,240
318,20241128,2569,58,Near Miss,Low,Process Area A,0
319,20190409,926,201,Fire,Critical,Flare Area,285
320,20240826,1975,295,Lost Time Injury,High,Storage Area,75
321,20211025,2140,72,Environmental Release,High,Control Room,18
322,20240725,681,278,Lost Time Injury,High,Storage Area,299
323,20240823,1344,100,Process Leak,High,Control Room,471
324,20210516,431,146,Contractor Incident,Medium,Marine Jetty,38
325,20240805,571,183,First Aid Case,Low,Utilities Area,0
326,20240710,2984,204,Lost Time Injury,High,Utilities Area,137
327,20201214,906,265,Spill,Medium,Process Area B,11
328,20240229,2444,26,Near Miss,Low,Storage Area,0
329,20221202,966,212,Contractor Incident,Medium,Marine Jetty,372
330,20200219,762,268,Environmental Release,High,Admin Block,349
331,20220621,2216,263,Contractor Incident,Medium,Marine Jetty,93
332,20240510,1741,237,First Aid Case,Low,Control Room,0
333,20211231,1001,19,Spill,Medium,Marine Jetty,146
334,20230502,1414,324,Near Miss,Low,Workshop,0
335,20201130,777,129,Process Leak,High,Flare Area,421
336,20191124,1979,154,Environmental Release,High,Marine Jetty,171
337,20190530,2677,311,Near Miss,Low,Process Area B,0
338,20221113,1697,274,Contractor Incident,Medium,Flare Area,297
339,20221122,2651,256,Near Miss,Low,Process Area A,0
340,20190902,148,227,Contractor Incident,Medium,Utilities Area,295
341,20220111,1523,14,Contractor Incident,Medium,Flare Area,318
342,20210701,962,238,Fire,Critical,Utilities Area,143
343,20220116,158,208,Spill,Medium,Flare Area,248
344,20220817,1818,126,Lost Time Injury,High,Control Room,207
345,20210511,1013,116,First Aid Case,Low,Control Room,0
346,20240411,2073,200,Fire,Critical,Admin Block,153
347,20190920,2382,111,Medical Treatment Case,Medium,Utilities Area,43
348,20191107,1464,270,Medical Treatment Case,Medium,Marine Jetty,177
349,20240813,370,34,Near Miss,Low,Admin Block,0
350,20200504,430,258,Equipment Damage,Medium,Admin Block,340
351,20190206,1532,92,Contractor Incident,Medium,Process Area A,70
352,20190312,1362,242,Equipment Damage,Medium,Workshop,136
353,20200922,845,202,Medical Treatment Case,Medium,Admin Block,69
354,20220902,717,275,Equipment Damage,Medium,Process Area A,266
355,20231114,1694,243,Process Leak,High,Utilities Area,477
356,20190120,1382,32,Process Leak,High,Workshop,374
357,20241009,175,7,Environmental Release,High,Process Area B,124
358,20230815,1583,198,Fire,Critical,Utilities Area,107
359,20211002,1902,251,Process Leak,High,Process Area B,442
360,20240401,1869,93,Lost Time Injury,High,Utilities Area,74
361,20210624,2569,188,Fire,Critical,Workshop,430
362,20230527,2993,91,Equipment Damage,Medium,Workshop,43
363,20200427,2134,77,Equipment Damage,Medium,Process Area A,459
364,20241114,432,98,Spill,Medium,Flare Area,147
365,20210410,2434,196,Spill,Medium,Flare Area,122
366,20230729,2300,267,Contractor Incident,Medium,Process Area B,78
367,20210611,1065,157,Spill,Medium,Flare Area,439
368,20220514,831,37,Spill,Medium,Storage Area,301
369,20230403,1957,44,Environmental Release,High,Control Room,294
370,20241121,376,244,Equipment Damage,Medium,Marine Jetty,180
371,20220810,1373,331,Medical Treatment Case,Medium,Admin Block,172
372,20191121,1446,232,Medical Treatment Case,Medium,Admin Block,466
373,20210208,1952,265,Equipment Damage,Medium,Admin Block,195
374,20190416,1726,164,Contractor Incident,Medium,Process Area B,118
375,20240910,2640,142,Spill,Medium,Workshop,134
376,20190730,152,136,Medical Treatment Case,Medium,Utilities Area,210
377,20201105,2372,119,Medical Treatment Case,Medium,Process Area A,462
378,20240804,2960,196,Spill,Medium,Storage Area,233
379,20190704,538,216,Process Leak,High,Storage Area,82
380,20211119,268,279,Equipment Damage,Medium,Marine Jetty,340
381,20240409,497,196,Process Leak,High,Storage Area,406
382,20230316,624,304,Fire,Critical,Workshop,59
383,20230920,2835,63,Spill,Medium,Storage Area,350
384,20200319,2509,232,Spill,Medium,Flare Area,144
385,20210918,1273,223,Fire,Critical,Storage Area,346
386,20220404,319,49,Fire,Critical,Control Room,292
387,20220814,1759,2,Environmental Release,High,Process Area A,237
388,20240503,2131,32,Near Miss,Low,Flare Area,0
389,20191201,2184,124,Near Miss,Low,Flare Area,0
390,20211008,1557,145,Medical Treatment Case,Medium,Marine Jetty,175
391,20240311,1766,49,Medical Treatment Case,Medium,Marine Jetty,11
392,20240524,1394,154,Lost Time Injury,High,Process Area B,140
393,20230510,1605,141,Contractor Incident,Medium,Marine Jetty,324
394,20190503,1451,49,Environmental Release,High,Flare Area,452
395,20221008,550,55,Process Leak,High,Utilities Area,253
396,20191205,42,50,Near Miss,Low,Flare Area,0
397,20210316,2056,280,Environmental Release,High,Control Room,298
398,20190911,2232,220,Near Miss,Low,Storage Area,0
399,20191014,2089,85,Spill,Medium,Storage Area,465
400,20241223,1058,240,Medical Treatment Case,Medium,Process Area B,93
401,20190803,2674,144,Fire,Critical,Marine Jetty,114
402,20220826,2192,309,Contractor Incident,Medium,Marine Jetty,222
403,20201116,2898,93,Process Leak,High,Workshop,2
404,20201127,1787,48,First Aid Case,Low,Flare Area,0
405,20201231,1382,171,Lost Time Injury,High,Utilities Area,384
406,20220808,2613,110,Spill,Medium,Storage Area,30
407,20200218,652,195,Environmental Release,High,Workshop,87
408,20230324,1914,171,Process Leak,High,Utilities Area,11
409,20200113,854,134,Equipment Damage,Medium,Process Area B,93
410,20231005,278,295,Contractor Incident,Medium,Flare Area,452
411,20230611,2217,146,First Aid Case,Low,Storage Area,0
412,20240911,1115,82,Near Miss,Low,Process Area A,0
413,20220320,973,315,Lost Time Injury,High,Storage Area,353
414,20200223,1500,115,Medical Treatment Case,Medium,Storage Area,312
415,20190512,1248,122,First Aid Case,Low,Process Area B,0
416,20230122,467,270,Environmental Release,High,Admin Block,92
417,20220112,2977,138,Medical Treatment Case,Medium,Process Area A,340
418,20211128,2768,200,Lost Time Injury,High,Control Room,229
419,20221215,696,186,Process Leak,High,Storage Area,348
420,20200108,1421,197,First Aid Case,Low,Flare Area,0
421,20200404,4,21,First Aid Case,Low,Storage Area,0
422,20230804,429,248,Environmental Release,High,Process Area A,347
423,20221018,1304,265,Fire,Critical,Marine Jetty,339
424,20240820,1824,164,Lost Time Injury,High,Utilities Area,385
425,20230318,2062,301,Contractor Incident,Medium,Control Room,474
426,20210327,455,118,Environmental Release,High,Control Room,317
427,20220918,1720,189,Contractor Incident,Medium,Control Room,21
428,20210905,413,116,First Aid Case,Low,Utilities Area,0
429,20210120,1948,107,First Aid Case,Low,Workshop,0
430,20230111,1070,198,Near Miss,Low,Marine Jetty,0
431,20211205,712,157,Fire,Critical,Process Area B,84
432,20220716,2709,281,Fire,Critical,Utilities Area,90
433,20230609,2183,47,Process Leak,High,Workshop,92
434,20200604,1412,38,Equipment Damage,Medium,Workshop,115
435,20220225,1737,65,Lost Time Injury,High,Process Area A,224
436,20210621,1550,140,Spill,Medium,Admin Block,38
437,20200613,2242,260,First Aid Case,Low,Process Area B,0
438,20210323,1230,286,Medical Treatment Case,Medium,Control Room,263
439,20190321,1998,59,First Aid Case,Low,Control Room,0
440,20200413,2138,24,Contractor Incident,Medium,Utilities Area,322
441,20240810,2716,3,Contractor Incident,Medium,Storage Area,293
442,20200714,1937,165,Spill,Medium,Marine Jetty,432
443,20200127,1230,127,Lost Time Injury,High,Marine Jetty,435
444,20201212,2171,1,Near Miss,Low,Process Area B,0
445,20220324,2458,143,Near Miss,Low,Admin Block,0
446,20211206,1296,9,First Aid Case,Low,Marine Jetty,0
447,20240801,2053,38,Contractor Incident,Medium,Utilities Area,171
448,20240525,2280,178,Process Leak,High,Control Room,120
449,20220815,678,201,Medical Treatment Case,Medium,Process Area A,441
450,20190312,2144,217,Near Miss,Low,Control Room,0
451,20240423,1509,269,Contractor Incident,Medium,Utilities Area,213
452,20211212,2784,216,First Aid Case,Low,Workshop,0
453,20231220,137,318,Contractor Incident,Medium,Process Area B,458
454,20230125,2978,159,Process Leak,High,Marine Jetty,458
455,20220104,1087,186,Near Miss,Low,Flare Area,0
456,20241130,1470,85,Contractor Incident,Medium,Process Area B,229
457,20200410,2311,326,Process Leak,High,Storage Area,22
458,20210129,1216,184,Fire,Critical,Storage Area,1
459,20210701,2938,139,Environmental Release,High,Process Area A,478
460,20201229,1272,328,Environmental Release,High,Process Area A,4
461,20220930,1226,105,Lost Time Injury,High,Workshop,100
462,20240122,1813,179,Process Leak,High,Workshop,225
463,20191008,326,184,Near Miss,Low,Storage Area,0
464,20230823,623,280,Spill,Medium,Admin Block,82
465,20190616,655,147,Equipment Damage,Medium,Marine Jetty,418
466,20240122,1966,31,Spill,Medium,Flare Area,15
467,20190507,377,210,Medical Treatment Case,Medium,Flare Area,270
468,20210726,453,29,First Aid Case,Low,Utilities Area,0
469,20231115,1044,240,Near Miss,Low,Marine Jetty,0
470,20241225,2863,301,Medical Treatment Case,Medium,Process Area A,149
471,20190301,2239,332,Lost Time Injury,High,Process Area B,90
472,20210129,1183,158,Lost Time Injury,High,Utilities Area,21
473,20200115,2729,255,Contractor Incident,Medium,Marine Jetty,121
474,20221106,2932,54,Process Leak,High,Process Area A,40
475,20210501,1871,296,Equipment Damage,Medium,Process Area A,409
476,20230513,1215,62,First Aid Case,Low,Admin Block,0
477,20220822,1078,282,Environmental Release,High,Utilities Area,284
478,20191125,390,243,Process Leak,High,Marine Jetty,191
479,20210730,701,99,Medical Treatment Case,Medium,Workshop,135
480,20240618,1302,307,Environmental Release,High,Utilities Area,246
481,20241106,227,244,Environmental Release,High,Flare Area,111
